2020-10-09 09:14:01.364 febs [main] INFO  c.z.p.ProblemToolApplication - Starting ProblemToolApplication on DESKTOP-3C6A88J with PID 2820 (D:\zkcm\workSource\problemtool_server\backend\target\classes started by lastday in D:\zkcm\workSource\problemtool_server\backend)
2020-10-09 21:44:08.454 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: Scanning for instance "localhost.localdomain1601201272083"'s failed in-progress jobs.
2020-10-09 21:44:08.499 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 21:44:08.505 febs [MyScheduler_QuartzSchedulerThread] INFO  p6spy - 
2020-10-09 21:44:09.409 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_MisfireHandler] INFO  p6spy - 
2020-10-09 21:44:21.409 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_MisfireHandler] INFO  p6spy - 
2020-10-09 21:44:23.430 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 21:44:23.435 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: detected 1 failed or restarted instances.
2020-10-09 21:44:23.435 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: Scanning for instance "localhost.localdomain1601201272083"'s failed in-progress jobs.
2020-10-09 21:44:23.487 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 21:44:23.493 febs [MyScheduler_QuartzSchedulerThread] INFO  p6spy - 
2020-10-09 21:44:33.410 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_MisfireHandler] INFO  p6spy - 
2020-10-09 21:44:38.435 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 21:44:38.439 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: detected 1 failed or restarted instances.
2020-10-09 21:44:38.439 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: Scanning for instance "localhost.localdomain1601201272083"'s failed in-progress jobs.
2020-10-09 21:44:38.504 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 21:44:38.510 febs [MyScheduler_QuartzSchedulerThread] INFO  p6spy - 
2020-10-09 21:44:45.410 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_MisfireHandler] INFO  p6spy - 
2020-10-09 21:44:53.440 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 21:44:53.445 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: detected 1 failed or restarted instances.
2020-10-09 21:44:53.445 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: Scanning for instance "localhost.localdomain1601201272083"'s failed in-progress jobs.
2020-10-09 21:44:53.503 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 21:44:53.510 febs [MyScheduler_QuartzSchedulerThread] INFO  p6spy - 
2020-10-09 21:44:57.410 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_MisfireHandler] INFO  p6spy - 
2020-10-09 21:45:08.445 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 21:45:08.450 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: detected 1 failed or restarted instances.
2020-10-09 21:45:08.450 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: Scanning for instance "localhost.localdomain1601201272083"'s failed in-progress jobs.
2020-10-09 21:45:08.502 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 21:45:08.509 febs [MyScheduler_QuartzSchedulerThread] INFO  p6spy - 
2020-10-09 21:45:09.410 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_MisfireHandler] INFO  p6spy - 
2020-10-09 21:45:21.410 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_MisfireHandler] INFO  p6spy - 
2020-10-09 21:45:23.456 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 21:45:23.461 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: detected 1 failed or restarted instances.
2020-10-09 21:45:23.462 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: Scanning for instance "localhost.localdomain1601201272083"'s failed in-progress jobs.
2020-10-09 21:45:23.513 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 21:45:23.520 febs [MyScheduler_QuartzSchedulerThread] INFO  p6spy - 
2020-10-09 21:45:33.411 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_MisfireHandler] INFO  p6spy - 
2020-10-09 21:45:38.459 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 21:45:38.464 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: detected 1 failed or restarted instances.
2020-10-09 21:45:38.464 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: Scanning for instance "localhost.localdomain1601201272083"'s failed in-progress jobs.
2020-10-09 21:45:38.534 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 21:45:38.541 febs [MyScheduler_QuartzSchedulerThread] INFO  p6spy - 
2020-10-09 21:45:45.412 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_MisfireHandler] INFO  p6spy - 
2020-10-09 21:45:53.488 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 21:45:53.493 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: detected 1 failed or restarted instances.
2020-10-09 21:45:53.493 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: Scanning for instance "localhost.localdomain1601201272083"'s failed in-progress jobs.
2020-10-09 21:45:53.556 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 21:45:53.563 febs [MyScheduler_QuartzSchedulerThread] INFO  p6spy - 
2020-10-09 21:45:57.412 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_MisfireHandler] INFO  p6spy - 
2020-10-09 21:46:08.459 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 21:46:08.464 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: detected 1 failed or restarted instances.
2020-10-09 21:46:08.464 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: Scanning for instance "localhost.localdomain1601201272083"'s failed in-progress jobs.
2020-10-09 21:46:08.505 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 21:46:08.510 febs [MyScheduler_QuartzSchedulerThread] INFO  p6spy - 
2020-10-09 21:46:09.412 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_MisfireHandler] INFO  p6spy - 
2020-10-09 21:46:21.410 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_MisfireHandler] INFO  p6spy - 
2020-10-09 21:46:23.465 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 21:46:23.469 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: detected 1 failed or restarted instances.
2020-10-09 21:46:23.469 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: Scanning for instance "localhost.localdomain1601201272083"'s failed in-progress jobs.
2020-10-09 21:46:23.510 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 21:46:23.515 febs [MyScheduler_QuartzSchedulerThread] INFO  p6spy - 
2020-10-09 21:46:33.412 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_MisfireHandler] INFO  p6spy - 
2020-10-09 21:46:38.493 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 21:46:38.497 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: detected 1 failed or restarted instances.
2020-10-09 21:46:38.498 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: Scanning for instance "localhost.localdomain1601201272083"'s failed in-progress jobs.
2020-10-09 21:46:38.532 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 21:46:38.538 febs [MyScheduler_QuartzSchedulerThread] INFO  p6spy - 
2020-10-09 21:46:45.412 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_MisfireHandler] INFO  p6spy - 
2020-10-09 21:46:53.486 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 21:46:53.491 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: detected 1 failed or restarted instances.
2020-10-09 21:46:53.491 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: Scanning for instance "localhost.localdomain1601201272083"'s failed in-progress jobs.
2020-10-09 21:46:53.533 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 21:46:53.539 febs [MyScheduler_QuartzSchedulerThread] INFO  p6spy - 
2020-10-09 21:46:57.412 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_MisfireHandler] INFO  p6spy - 
2020-10-09 21:47:08.491 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 21:47:08.496 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: detected 1 failed or restarted instances.
2020-10-09 21:47:08.496 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: Scanning for instance "localhost.localdomain1601201272083"'s failed in-progress jobs.
2020-10-09 21:47:08.566 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 21:47:08.572 febs [MyScheduler_QuartzSchedulerThread] INFO  p6spy - 
2020-10-09 21:47:09.412 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_MisfireHandler] INFO  p6spy - 
2020-10-09 21:47:21.411 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_MisfireHandler] INFO  p6spy - 
2020-10-09 21:47:23.502 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 21:47:23.508 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: detected 1 failed or restarted instances.
2020-10-09 21:47:23.508 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: Scanning for instance "localhost.localdomain1601201272083"'s failed in-progress jobs.
2020-10-09 21:47:23.566 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 21:47:23.572 febs [MyScheduler_QuartzSchedulerThread] INFO  p6spy - 
2020-10-09 21:47:33.411 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_MisfireHandler] INFO  p6spy - 
2020-10-09 21:47:38.480 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 21:47:38.485 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: detected 1 failed or restarted instances.
2020-10-09 21:47:38.485 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: Scanning for instance "localhost.localdomain1601201272083"'s failed in-progress jobs.
2020-10-09 21:47:38.530 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 21:47:38.536 febs [MyScheduler_QuartzSchedulerThread] INFO  p6spy - 
2020-10-09 21:47:45.410 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_MisfireHandler] INFO  p6spy - 
2020-10-09 21:47:53.513 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 21:47:53.518 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: detected 1 failed or restarted instances.
2020-10-09 21:47:53.518 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: Scanning for instance "localhost.localdomain1601201272083"'s failed in-progress jobs.
2020-10-09 21:47:53.559 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 21:47:53.565 febs [MyScheduler_QuartzSchedulerThread] INFO  p6spy - 
2020-10-09 21:47:57.413 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_MisfireHandler] INFO  p6spy - 
2020-10-09 21:48:08.506 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 21:48:08.511 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: detected 1 failed or restarted instances.
2020-10-09 21:48:08.511 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: Scanning for instance "localhost.localdomain1601201272083"'s failed in-progress jobs.
2020-10-09 21:48:08.569 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 21:48:08.576 febs [MyScheduler_QuartzSchedulerThread] INFO  p6spy - 
2020-10-09 21:48:09.414 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_MisfireHandler] INFO  p6spy - 
2020-10-09 21:48:21.413 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_MisfireHandler] INFO  p6spy - 
2020-10-09 21:48:23.500 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 21:48:23.505 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: detected 1 failed or restarted instances.
2020-10-09 21:48:23.505 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: Scanning for instance "localhost.localdomain1601201272083"'s failed in-progress jobs.
2020-10-09 21:48:23.545 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 21:48:23.552 febs [MyScheduler_QuartzSchedulerThread] INFO  p6spy - 
2020-10-09 21:48:33.414 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_MisfireHandler] INFO  p6spy - 
2020-10-09 21:48:38.499 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 21:48:38.504 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: detected 1 failed or restarted instances.
2020-10-09 21:48:38.504 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: Scanning for instance "localhost.localdomain1601201272083"'s failed in-progress jobs.
2020-10-09 21:48:38.550 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 21:48:38.556 febs [MyScheduler_QuartzSchedulerThread] INFO  p6spy - 
2020-10-09 21:48:45.414 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_MisfireHandler] INFO  p6spy - 
2020-10-09 21:48:53.566 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 21:48:53.571 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: detected 1 failed or restarted instances.
2020-10-09 21:48:53.571 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: Scanning for instance "localhost.localdomain1601201272083"'s failed in-progress jobs.
2020-10-09 21:48:53.614 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 21:48:53.619 febs [MyScheduler_QuartzSchedulerThread] INFO  p6spy - 
2020-10-09 21:48:57.415 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_MisfireHandler] INFO  p6spy - 
2020-10-09 21:49:08.516 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 21:49:08.521 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: detected 1 failed or restarted instances.
2020-10-09 21:49:08.521 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: Scanning for instance "localhost.localdomain1601201272083"'s failed in-progress jobs.
2020-10-09 21:49:08.560 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 21:49:08.565 febs [MyScheduler_QuartzSchedulerThread] INFO  p6spy - 
2020-10-09 21:49:09.414 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_MisfireHandler] INFO  p6spy - 
2020-10-09 21:49:21.413 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_MisfireHandler] INFO  p6spy - 
2020-10-09 21:49:23.516 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 21:49:23.521 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: detected 1 failed or restarted instances.
2020-10-09 21:49:23.521 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: Scanning for instance "localhost.localdomain1601201272083"'s failed in-progress jobs.
2020-10-09 21:49:23.568 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 21:49:23.574 febs [MyScheduler_QuartzSchedulerThread] INFO  p6spy - 
2020-10-09 21:49:33.415 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_MisfireHandler] INFO  p6spy - 
2020-10-09 21:49:38.521 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 21:49:38.525 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: detected 1 failed or restarted instances.
2020-10-09 21:49:38.525 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: Scanning for instance "localhost.localdomain1601201272083"'s failed in-progress jobs.
2020-10-09 21:49:38.567 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 21:49:38.573 febs [MyScheduler_QuartzSchedulerThread] INFO  p6spy - 
2020-10-09 21:49:45.416 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_MisfireHandler] INFO  p6spy - 
2020-10-09 21:49:53.523 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 21:49:53.528 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: detected 1 failed or restarted instances.
2020-10-09 21:49:53.528 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: Scanning for instance "localhost.localdomain1601201272083"'s failed in-progress jobs.
2020-10-09 21:49:53.575 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 21:49:53.582 febs [MyScheduler_QuartzSchedulerThread] INFO  p6spy - 
2020-10-09 21:49:57.416 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_MisfireHandler] INFO  p6spy - 
2020-10-09 21:50:08.527 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 21:50:08.530 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: detected 1 failed or restarted instances.
2020-10-09 21:50:08.530 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: Scanning for instance "localhost.localdomain1601201272083"'s failed in-progress jobs.
2020-10-09 21:50:08.583 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 21:50:08.590 febs [MyScheduler_QuartzSchedulerThread] INFO  p6spy - 
2020-10-09 21:50:09.416 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_MisfireHandler] INFO  p6spy - 
2020-10-09 21:50:21.416 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_MisfireHandler] INFO  p6spy - 
2020-10-09 21:50:23.543 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 21:50:23.549 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: detected 1 failed or restarted instances.
2020-10-09 21:50:23.549 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: Scanning for instance "localhost.localdomain1601201272083"'s failed in-progress jobs.
2020-10-09 21:50:23.601 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 21:50:23.607 febs [MyScheduler_QuartzSchedulerThread] INFO  p6spy - 
2020-10-09 21:50:33.416 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_MisfireHandler] INFO  p6spy - 
2020-10-09 21:50:38.536 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 21:50:38.541 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: detected 1 failed or restarted instances.
2020-10-09 21:50:38.541 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: Scanning for instance "localhost.localdomain1601201272083"'s failed in-progress jobs.
2020-10-09 21:50:38.592 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_ClusterManager] INFO  p6spy - 
2020-10-09 21:50:38.598 febs [MyScheduler_QuartzSchedulerThread] INFO  p6spy - 
2020-10-09 21:50:45.417 febs [QuartzScheduler_MyScheduler-DESKTOP-3C6A88J1602206050057_MisfireHandler] INFO  p6spy - 
